,C,CH,CH2,CH3,C-ring,CH-ring,CH2-ring,C=C,C#C,Ar,OH,C-O-C,CHO,CO,COOR,M,COOH,measured_st,molecule,density
149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.09100000000001,0.0,25.7,trans-Crotonaldehyde,0.8690000000000001
150,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.134,0.0,23.2,Isovaleraldehyde,0.7977
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.08499999999998,0.0,41.3,2-Furaldehyde,1.16
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,106.12399999999998,0.0,38.0,Benzaldehyde,1.047
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,122.12299999999998,0.0,42.3,Salicylaldehyde,1.1674
154,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.08,0.0,22.7,Acetone,0.7899
155,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.107,0.0,24.0,2-Butanone,0.805
156,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.16099999999999,0.0,23.5,4-Methyl-2-pentanone,0.8042
157,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.145,0.0,27.9,Mesityl oxide,0.8563
158,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,116.15999999999998,0.0,29.6,Diacetone alcohol,0.9382
159,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114.18799999999997,0.0,25.3,5-Methyl-2-hexanone,0.888
160,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,142.242,0.0,24.1,"2,6-Dimethyl-4-heptanone",0.8062
161,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.11800000000001,0.0,32.8,Cyclopentanone,0.9486899999999999
162,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.14500000000001,0.0,34.3,Cyclohexanone,0.9478
163,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.21,0.0,31.2,Isophorone,0.9255
165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.05200000000001,1.0,27.1,Acetic acid,1.048
166,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07900000000001,1.0,26.2,Propionic acid,0.993
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.063,1.0,28.5,Acrylic acid,1.0511
168,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.10600000000001,1.0,26.1,Butanoic acid,0.9577
169,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.10599999999998,1.0,24.6,Isobutyric acid,0.95
170,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.09,1.0,28.3,3-Butenoic acid,1.0096
171,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.09,1.0,29.1,Methacrylic acid,1.0153
172,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.13300000000001,1.0,26.5,Pentanoic acid,0.9390000000000001
173,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.13299999999998,1.0,25.0,Isovaleric acid,0.9309999999999999
174,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.16000000000001,1.0,27.2,Hexanoic acid,0.929
175,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.187,1.0,27.7,Heptanoic acid,0.9181
176,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.214,1.0,28.7,Octanoic acid,0.91
177,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.24099999999999,1.0,29.5,Nonanoic acid,0.9052
178,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.4679999999999,1.0,32.3,Oleic acid,0.893
179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.05199999999999,0.0,24.3,Methyl formate,0.9742
180,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.079,0.0,23.3,Ethyl formate,0.9168
181,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.106,0.0,23.9,Propyl formate,0.9073
182,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.106,0.0,21.7,Isopropyl formate,0.8728
183,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.133,0.0,24.5,Butyl formate,0.893
184,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.13299999999998,0.0,23.3,Isobutyl formate,0.885
185,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.16,0.0,25.5,Pentyl formate,0.8853
186,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,26.4,Hexyl formate,0.99
187,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,24.4,Isopentyl formate,0.882
188,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.079,0.0,24.5,Methyl acetate,0.9342
189,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.106,0.0,23.5,Ethyl acetate,0.902
190,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.09,0.0,23.6,Vinyl acetate,0.932
191,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.11699999999999,0.0,25.8,Allyl acetate,0.9275
192,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.133,0.0,23.8,Propyl acetate,0.836
193,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.133,0.0,21.8,Isopropyl acetate,0.8718
194,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,23.1,Isobutyl acetate,0.8712
195,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.16,0.0,23.0,sec-Butyl acetate,0.8748
196,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,21.9,tert-Butyl acetate,0.866
197,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,24.8,Butyl acetate,0.8826
198,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.187,0.0,25.1,Pentyl acetate,0.8756
199,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,24.0,Isopentyl acetate,0.87
200,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.214,0.0,26.0,Hexyl acetate,0.873
201,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.268,0.0,27.3,Acetic acid octyl ester,0.868
202,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,132.159,0.0,28.0,2-Ethoxyethyl acetate,0.975
203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.08999999999999,0.0,25.2,Methyl acrylate,0.9535
204,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.106,0.0,24.2,Methyl propionate,0.915
205,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.133,0.0,24.5,Methyl butyrate,0.8984
206,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.13299999999998,0.0,23.2,Methyl isobutyrate,0.8824
207,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.133,0.0,23.8,Ethyl propionate,0.8917
208,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,118.13199999999998,0.0,28.3,Ethyl lactate,1.033
209,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.16,0.0,24.2,Propyl propionate,0.878
210,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.14399999999998,0.0,26.6,Ethyl crotonate,0.9209999999999999
211,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,23.9,Ethyl butyrate,0.879
212,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,22.7,Ethyl isobutyrate,0.8693
213,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.15999999999998,0.0,23.7,Methyl isovalerate,0.8809999999999999
214,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.16,0.0,25.2,Methyl pentanoate,0.885
215,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.187,0.0,24.8,Butyl propionate,0.87
216,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,24.6,Propyl butyrate,0.873
217,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,25.9,Methyl hexanoate,0.8858
218,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,24.7,Pentanoic acid ethyl ester,0.8743299999999999
219,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,23.2,Ethyl isovalerate,0.86565
220,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.18699999999998,0.0,23.3,Propyl isobutyrate,0.863
221,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.21399999999997,0.0,25.2,Butyl butyrate,0.8711
222,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.214,0.0,25.4,Ethyl hexanoate,0.8733
223,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.21399999999997,0.0,23.8,3-Methylbutanoic acid propyl ester,0.862
224,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.214,0.0,26.6,Methyl heptanoate,0.8788
225,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.24099999999999,0.0,26.0,Ethyl heptanoate,0.8817
226,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.24099999999999,0.0,27.4,Methyl octanoate,0.8775
227,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.24099999999999,0.0,25.7,Butyl valerate,0.868
228,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.26799999999997,0.0,26.8,Ethyl octanoate,0.872
229,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.26799999999997,0.0,28.7,Methyl nonanoate,0.8655
230,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.26799999999997,0.0,25.7,Pentyl pentanoate,0.865
231,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.29499999999996,0.0,28.0,Methyl decanoate,0.873
232,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.34899999999993,0.0,29.1,Methyl dodecanoate,0.8702
233,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,242.4029999999999,0.0,29.4,Methyl myristate,0.8671
234,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256.4299999999999,0.0,28.3,Octyl octanoate,0.8590000000000001
235,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.4569999999999,0.0,29.6,Methyl palmitate,0.852
236,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,298.51099999999997,0.0,30.3,Methyl stearate,0.8643
237,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,116.11599999999999,0.0,32.6,Methyl acetoacetate,1.0762
238,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,130.14299999999997,0.0,31.9,Ethyl acetoacetate,1.0282
239,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,144.12599999999998,0.0,37.7,Dimethyl maleate,1.157
240,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,172.17999999999995,0.0,32.1,Diethyl maleate,1.069
241,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,228.28799999999993,0.0,30.3,Dibutyl maleate,0.9964
242,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,314.466,0.0,31.6,Decanedioic acid dibutyl ester,0.9366
243,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,218.20499999999996,0.0,35.9,"Propane-1,2,3-triyl triacetate",1.1604
244,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,302.3670000000001,0.0,30.5,"1,2,3-tris-Butyryloxy-propane",1.035
245,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,470.69100000000043,0.0,29.3,Tricaprylin,0.956
246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,136.14999999999998,0.0,37.3,Methyl benzoate,1.088
247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,152.14899999999997,0.0,39.2,Methyl salicylate,1.1851
248,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,150.177,0.0,34.6,Ethyl benzoate,1.047
249,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,222.23999999999995,0.0,36.7,Diethyl phthalate,1.1175
272,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.39399999999995,0.0,26.1,Tetradecane,0.7628
273,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,242.4469999999999,0.0,27.1,Dicaprylyl ether,0.8008
274,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,312.538,0.0,28.3,Dodecyl caprylate,0.862
275,0.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284.4839999999999,0.0,27.4,2-Propylheptyl caprylate,0.863
276,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,230.30399999999997,0.0,28.7,Diisopropyl adipate,0.966
277,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33999999999997,0.0,24.8,Dodecane,0.7487
278,1.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,356.54700000000014,0.0,28.0,Neopentyl glycol di(2-ethylhexanoate),0.9309999999999999
279,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.45699999999994,0.0,28.3,Isoamyl laurate,0.86
280,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,342.52000000000004,0.0,29.4,Diisoamyl sebacate,0.934
281,0.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.421,0.0,24.9,Hemisqualane,0.773
282,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33999999999997,0.0,21.6,"2,2,4,6,6-Pentamethylheptane",0.7487
283,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.44799999999998,0.0,24.2,"2,2,4,4,6,8,8-Heptamethylnonane",0.7929999999999999
285,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,328.49300000000005,0.0,27.8,Propanediol dicaprylate,0.9259999999999999
286,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,242.40299999999993,0.0,25.4,Isodecyl neopentanoate,0.866
287,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,312.53800000000007,0.0,28.7,2-Ethylhexyl cocoate,0.86
288,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,328.4930000000001,0.0,28.8,Neopentyl glycol diheptanoate,0.94
289,0.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284.484,0.0,26.2,Isononyl isononanoate,0.86
290,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.4569999999999,0.0,28.3,Isopropyl myristate,0.8532
291,0.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,370.5740000000002,0.0,29.5,Diethylhexyl adipate,0.9257
292,0.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,326.565,0.0,27.6,Isopropyl isostearate,0.852
293,0.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,470.69100000000043,0.0,28.9,Triethylhexanoin,0.95
